globalID,docID,annotID,text,label,supports
2682,123,T12,Wie bereits gesagt können meiner Meinung nach die zwei Kundensegmente zu einer Zusammengefasst werden.,Premise,T11
2683,124,None,review486,None,None
2684,124,None,1,None,None
2685,124,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
2686,124,T1,Ich bin der Meinung das ist eine erstklassige Lösung.,Claim,None
2687,124,T2,"Man sieht deutlich an der Qualität und dem Detailgrad der abgearbeiteten Punkte, dass du viel Zeit und Fleiss in die Umsetzung der Übung auf dein Geschäftsmodell investiert hast.",Premise,T1
2688,124,None,Insbesondere sind mir folgende Punkte positiv aufgefallen,None,None
2689,124,T3,Sehr präzise Ausarbeitung der Kundensegmente inkl. Aufzeigen der Gemeinsamkeiten,Premise,T2
2690,124,None,Relevanten Umweltbedingung deutlich erläutert und entsprechend in der SWOT,None,None
2691,124,None,Analyse wieder aufgegriffen.,None,None
2692,124,T5,Aussagekräftige SWOT Analyse,Premise,T2
2693,124,None,2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
2694,124,T6,"Wie schon erwähnt, finde ich die Lösung super.",Claim,None
2695,124,T7,Dementsprechend konnte ich nicht viele Schwächen entdecken.,Premise,T6
2696,124,None,Ein Punkt der mir aufgefallen ist welcher ich aber als ein allgemeines Problem der SWOT,None,None
2697,124,None,Analyse ansehe ist die Ableitung von Massnahmen von der SWOT,None,None
2698,124,None,Analyse.,None,None
2699,124,None,Vielleicht solltest du die Massnahmen noch mehr an die Erkenntnisse der SWOT,None,None
2700,124,None,"Analyse richten, um die Konsistenz der Lösung zu steigern.",None,None
2701,124,None,3,None,None
2702,124,None,. Worauf sollte in der Überarbeitung der Lösu3ng geachtet werden?,None,None
2703,124,None,Geben Sie hierbei konkrete Verbesserungsvorschläge konstruktives Feedback,None,None
2704,124,None,Vorschlag für die direkte Ableitung von Massnahmen von SWOT,None,None
2705,124,None,Schwäche,None,None
2706,124,None,Keine persönliche Kontaktperson für die Kundin oder den Kunden,None,None
2707,124,None,Gefahr,None,None
2708,124,None,Viele Kunden und Kundinnen benötigen das Leistungsangebot nur sehr selten,None,None
2709,124,None,Massnahme,None,None
2710,124,T12,"Kontinuierliche Umsatzgenerierung anhand von Sekundärdienstleistungen welcher der Kunde auch benötig, wenn er nicht umzieht Viel Erfolg!",Claim,None
2711,125,None,review487,None,None
2712,125,T1,StärkenFormal finde ich alles korrekt gelöst.,Claim,None
2713,125,T2,SchwächenEine etwas ausführlichere Beschreibung des Geschäftsmodells würde helfen z.B. verstehe ich nicht wie mit den Behörden als Plattform zusammengearbeitet werden kann.,Claim,None
2713,125,T3,SchwächenEine etwas ausführlichere Beschreibung des Geschäftsmodells würde helfen z.B. verstehe ich nicht wie mit den Behörden als Plattform zusammengearbeitet werden kann.,Premise,T2
2714,125,T4,Man muss sich ja nur An und Abmeldung und das leider persönlich..,Premise,T3
2715,125,T5,"VerbesserungenAlle Texte in dieselbe Richtung, PDF als Querformat einfügen.",Claim,None
2716,126,T1,"review488
insgesamt vollständig und leicht verständlich",Claim,None
2717,126,T2,Beziehung zu Behörden etc. ist klar,Premise,T1
2718,126,None,Beziehung zwischen Portal und Partnerunternehmen könnte noch konkretisiert werden hier meine ich insbes.,None,None
2719,126,None,die monetären Transaktionen,None,None
2720,126,T4,"Soweit ich es verstehe zahlt das Partnerunternehmen eine Nutzungsgebühr und erhält dafür Informationen, den Auftrag und eine Abrechnung.",Premise,T3
2721,126,T5,Ist diese Abrechnung eine Zahlung an das Partnerunternehmen?,Premise,T4
2722,126,T6,Sonst würde dieses ja gar nicht für die Umzugsdienstleistung bezahlt werden.,Premise,T5
2723,126,T7,Je nach Geschmack könntest du die Umzugsdienstleistungen noch in 23 Stichworten aufschlüsseln.,Claim,None
2724,127,None,review489,None,None
2725,127,None,StärkenDie,None,None
2726,127,None,Idee an sich ist gut und hat sicherlich auch genug Nachfrage.,None,None
2727,127,T2,Die Vereinheitlichung von verschiedenen Akteuren sowie die kombinierte Möglichkeit zu kommunizieren ist überzeugend.,Claim,None
2728,127,T3,"SchwächenIch finde die Idee eigentlich gut und könnte mir höchsten vorstellen, dass es mit den Behörden Problem gibt.",Claim,None
2729,127,T4,Dies lässt sich jedoch nicht im Flowchart widerspiegeln bzw. vertieft darstellen.,Premise,T3
2730,128,None,review506,None,None
2731,128,None,Sali Patrick1.,None,None
2732,128,None,Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
2733,128,T1,Ausführliche Beschreibung der Unternehmung.,Premise,T2
2734,128,T2,Erleichtert das Verstehen des Geschäftsmodells und die Eingrenzung des Geschäftsfeldes.2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,Claim,None
2735,128,T3,Stärken und Schwächen könnten noch besser ausgearbeitet werden.,Claim,None
2736,128,T4,Es wird nicht auf die technische Umsetzung der Lösung eingegangen bzgl. der Schnittstelle zu den ERP Sytemen der Kunden.3.,Premise,T3
2737,128,None,Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
2738,128,None,Geben Sie hierbei konkrete Verbesserungsvorschläge konstruktives Feedback.,None,None
2739,128,T5,"Anschauen, welches übliche Stärken und Schwächen einer Longtail Strategie sind und wie diese auf diesem Geschäftsfeld angewandt werden können.",Claim,None
2740,128,None,Weitere Stärken z.,None,None
2741,128,T7,"B stetiger, kontinuierlicher Einkommensstrom Als Gefahrt könnte noch die Datensicherheit der verschiedenen Unternehmensdaten sein oder die Abhängigkeit von der Auftragslage einer bestimmten Branche.",Premise,T5
2742,129,None,review507,None,None
2743,129,T1,Sehr ÜberzeugendeGeschäftsfeldbeschreibung!,Claim,None
2744,129,T2,Seh überzeugend finde ich vor allem Gezielter Fokus auf eine Branche mit Hinweis auf Wichtigkeit der Branchenkenntnis Allgemein die Geschäftsidee kenne die Branche aus eigener Erfahrung und weiss wie viel Energie,Premise,T1
2745,129,None,Geld für solche Produkte verschwendet,None,None
2746,129,None,werdenEin paar kleinere Punkte habe ich anzumerken,None,None
2747,129,T4,"Kundensegmente Hier würde ich ev. genauer auf die einzelnen Segmente eingehen, z.B. anhand von Segmenierungskriterien diese genauer definieren analog dem Bsp Mitbewerber Hier",Claim,None
2748,129,None,sollten meiner Meinung nach die klassischen Anbieter von solchen Produkten auch rein.,None,None
2749,129,T6,"Wenn du eigene Lager etc. haben willst, konkurrenzierst du auch mit diesen um den Distributionskanal Kritische Erfolgsfaktoren Dort würde ich Punkte wie funktionierende Anbindung an KundenERP auch reinnehmen Chancen Fast unendlich finde ich etwas übertrieben",Premise,T5
2749,129,T7,"Wenn du eigene Lager etc. haben willst, konkurrenzierst du auch mit diesen um den Distributionskanal Kritische Erfolgsfaktoren Dort würde ich Punkte wie funktionierende Anbindung an KundenERP auch reinnehmen Chancen Fast unendlich finde ich etwas übertrieben",Claim,None
2749,129,T8,"Wenn du eigene Lager etc. haben willst, konkurrenzierst du auch mit diesen um den Distributionskanal Kritische Erfolgsfaktoren Dort würde ich Punkte wie funktionierende Anbindung an KundenERP auch reinnehmen Chancen Fast unendlich finde ich etwas übertrieben",Claim,None
2750,129,T9,"Allgemein Wäre es eine Idee, zuerst nur ITLösungen zur Lagerbewirtschaftung anzubieten und erst dann selber in die Distribution einzusteigen?",Claim,None
2751,129,T10,Ich sehe bei Punkten wie Distributionsnetz langsam aufbauen.,Premise,T9
2752,129,T11,eigenes Lieferantennetzwerk.,Claim,None
2753,129,T12,Eigene Fahrzeugflotte und wachsendes Hubsystem eigene Lager seeehr hohe Kosten und ein riesiges Risiko für den Markteintritt.,Premise,T11
2754,129,T13,"Sonst wirklich top, bravo  viel Erfolg!",Claim,None
2755,130,None,review519,None,None
2756,130,T1,"StärkenGrundsätzliche logisches Value Network, welches die wichtigsten Akteure berücksichtigt.",Claim,None
2757,130,T2,Der Syntax des e3ValueModells scheint überall korrekt angewendet worden zu sein.,Claim,None
2758,130,T3,SchwächenAllerdings wurde keine Unterscheidung zwischen normalen und stacked Akteuren gemacht.,Premise,T2
2759,130,T4,Auch der rote Szenariopfad wurde nicht dargestellt.,Premise,T2
2760,130,T5,"Auch bei der Schnittstelle zwischen dem Tankstellenbetreiber wird ein 3PortInterface verwendet, obwohl bloss 2 Ports besetzt sind.",Premise,T2
2761,130,T6,"Zudem fehlt meiner Meinung nach die Einbindung der Affiliates, mit welchen die App beworben werden soll.",Premise,T2
2762,130,T8,VerbesserungsvorschlägeZu Verbesserung würde ich die Verbesserung der Schwächen vorschlagen.,Claim,None
2763,130,T7,Das bedeutet der Einbau des Stacked Actor Shapes bei allen Akteuren ausser My Tankstelle und die Skizzierung des roten Szenariopfads.,Premise,T8
2764,130,T9,Zudem können die Affiliates ebenfalls eingebaut werden vgl. S. 31 aus der entsprechenden Vorlesung.,Premise,T8
2765,130,T10,"Allgemein würde ich die Verwendung von Microsoft Visio empfehlen und das e3ValueModell neu darzustellen, da es doch einige darstellungstechnische Fehler gibt.",Claim,None
2765,130,T11,"Allgemein würde ich die Verwendung von Microsoft Visio empfehlen und das e3ValueModell neu darzustellen, da es doch einige darstellungstechnische Fehler gibt.",Premise,T10
2766,131,None,review526,None,None
2767,131,None,Hi!,None,None
2768,131,None,e3Value Network die Darstellung ist sehr übersichtlich und methodisch korrekt.,None,None
2769,131,T2,"Die Darstellung des Value Networks lässt erahnen, dass die Zahlung von den Basis und PremiumPrivatkunden direkt an die Geschäftskunden z.B. Migros, Powerfood etc. erfolgt, jedoch sollte die Zahlung ja über die Plattform abgewickelt werden und indirekt beimGeschäftskunden eingehen.",Premise,T1
2770,131,T3,Der PremiumPrivatkunde zahlt wie der BasisPrivatkunden ebenfalls noch mit Kundendaten.,Premise,T2
2771,131,T4,Servicepartner sollte vielleicht auf der Zeichnung noch mit ein paar Beispielen konkretisiert werden,Claim,None
2772,131,T5,"z.B. Rezeptanbieter, Ernährungsberater, etc.",Premise,T4
2773,131,T6,"Allgemeines Feedback gute Einleitung mit der kurzen Umschreibung deiner Idee, sehr hilfreich!",Claim,None
2774,131,T7,Tipp Integration von Smart HomeAnwendungen,Claim,None
2775,131,T8,"z.B. Kühlschrank, der automatisch über die Plattform Produkte nachbestellt.",Premise,T7
2776,131,T9,Wo ist der Mehrwert gegenüber bestehenden Plattformen?,Claim,None
2777,131,None,Weiterhin viel Erfolg mit deinem Geschäftsmodell!,None,None
2778,132,None,"review528
Stärken",None,None
2779,132,T1,"KurzCharakteristika Präzise und gute Beschreibung deines Unternehmens glaube mir, nicht alle schaffen das...!",Claim,None
2780,132,T2,Sauber gewählte strategische Ausrichtung!,Claim,None
2781,132,None,Doch siehe auch einige Verbesserungspotentiale unten.,None,None
2782,132,T3,Struktur und Umfang der Lösung passen.,Claim,None
2783,132,T4,"Eine der besten Ideen, die ich bisher gesehen habe.",Claim,None
2784,132,T5,"Ich denke, hier schlummert viel Potential!",Premise,T4
2785,132,T6,Schwächen Formelles Könnte etwas übersichtlicher dargestellt werden Bwps.,Claim,None
2786,132,T7,Zeilenabstände nach einzelnen Punkten etc. Umwelt / Technologie Teils zu grosse Ausschweifung auf irrelevante Themen.,Premise,T6
2786,132,T8,Zeilenabstände nach einzelnen Punkten etc. Umwelt / Technologie Teils zu grosse Ausschweifung auf irrelevante Themen.,Claim,None
2787,132,T9,Was hat Berlin und London mit deiner Geschäftsidee zu tun?,Premise,T8
2788,132,T10,Du bewegst dich in der deutschsprachigen Schweiz!,Premise,T9
2789,132,T11,"Kundengruppe Einerseits sprichst du von handwerklichen Unternehmen, andererseits von Startups Umwelt/Technologie.",Claim,None
2790,132,T12,"Kannst das ja gut für beide Gruppen machen, jedoch würde ich das dann auch so formulieren.",Premise,T11
2791,132,None,Strategische Ausrichtung,None,None
2792,132,None,Der Fokus auf Firmenanpassung statt Firmengründungen kommt im übrigen Teil deiner Lösung zu wenig klar rüber.,None,None
2793,132,T14,"Du argumentierst im einen Teil ja, dass immer mehr gegeründet wird.",Premise,T16
2794,132,T15,Der Wachstumstreiber/Erfolgstreiber wäre dann aber nicht Neugründungen sondern Firmenanpassungen.,Premise,T14
2795,132,T16,Daher finde ich auch den beschriebenen Dauerrabatt für Neugründungen etwas problematisch.,Premise,T13
2796,132,T17,"Bitte fasse diesen Punkt nicht falsch auf no offence!, aber schaue dir doch die Kommaregeln nochmals etwas an.",Claim,None
2797,132,T18,In der Arbeitswelt wird oftmals noch viel Wert darauf gelegt!,Premise,T17
2798,132,T19,"Mit relativ wenig Aufwand, kannst du so dein schriftliches Auftreten verbessern!",Premise,T17
2799,132,T20,Ebenso gibt es einige Rechtschreibefehler bezüglich Gross  Kleinschreibung.,Claim,None
2800,132,T21,"Falls du das Assignment im Stress geschrieben hast, und die Fehler dadurch entstanden sind, ignoriere bitte diesen Punkt.",Premise,T20
2801,132,None,SWOT,None,None
2802,132,None,"Ich denke nicht, dass es ein winner takes it allMarkt ist.",None,None
2803,132,None,Es gibt ja auch nicht nur eine Anwaltskanzlei für Gründungen.,None,None
2804,132,T23,Wieso sollte es nicht mehrere verschiedene OnlinePlayer geben?,Premise,T22
2805,133,None,review531,None,None
2806,133,None,1,None,None
2807,133,None,. Worin sehen Sie die Stärken der Lösung des Kommilitonen?,None,None
2808,133,T1,"Gute und übersichtliche Darstellung, denke auch die Anspruchsgruppen sind alle vorhanden Evt.",Claim,None
2809,133,None,"vielleicht noch das Grundbuchamt oder der Staat, bei welchem einfachgründen.ch die Gründung im Namen des Kunden melden könnte, damit dies einfacher und aus einer Hand von statten geht und korrekt dargestellt.",None,None
2810,133,None,2,None,None
2811,133,None,. Worin sehen Sie Schwächen der Lösung des Kommilitonen und wie können diese behoben werden?,None,None
2812,133,T3,Zwischen einfachgründen.ch und den Kunden gibt es keinerlei direkte Verbindung.,Claim,None
2813,133,T4,Wie treten diese in Kontakt?,Premise,T3
2814,133,T5,"Über die Plattform nehme ich an  dann würden zumindest die Informationen bereitgestellt im Austausch gegen Kundendaten, welche dann weitergegeben werden.",Premise,T4
2815,133,T6,Es sind eigentlich nur die ergänzenden Dienstleistungen abgebildet.,Claim,None
2816,133,None,3. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
2817,133,None,Geben Sie hierbei konkrete Verbesserungsvorschläge?,None,None
2818,133,T7,Ich würde noch eine Verbindung zwischen Kunde und einfachgründen.ch ergänzen.,Claim,None
2819,133,T8,Der Szenario Pfad verläuft offensichtlich schon entlang einer Verbindung zwischen den Beiden.,Premise,T7
2820,133,T9,"In der Kurzbeschreibung hat es noch kleine grammatikalische Fehler, welche eventuell noch kurz zu verbessern sind.",Claim,None
2821,133,T10,"Fall nach erstem Komma, Drittanbieter",Premise,T9
2822,134,None,review534,None,None
2823,134,T1,"Es ist dir gelungen, die Prozesse übersichtlich, einfach und funktional aufzuzeichnen.",Claim,None
2824,134,T2,Auch hast du das Prinzip von e3 Value verstanden und richtig angewendet.,Claim,None
2825,134,None,Daher habe ich nur wenige Anmerkungen.,None,None
2826,134,T3,Die vielen verschiedenen Begriffe für das Gleiche sind verwirrend.,Claim,None
2827,134,T4,"Aufträge, Ladegerät, Innovation, Dienstleistung.",Premise,T3
2828,134,T5,"Des Weiteren ist daher auch nicht klar, ob Schreiner, Möbelhändler und Kunde das gleiche Produkt bekommen oder jeder etwas anderes.",Premise,T3
2829,134,T6,"Aber ich habe ja auch sehr wenige Informationen, allenfalls wäre das ja auch aufgrund des Geschäftsmodelles klar.",Premise,T3
2830,134,T7,Bei deiner Darstellung fehlt der senario path indentification.,Premise,T8
2831,134,T8,Dies noch ergänzen.,Claim,None
2832,135,None,review535,None,None
2833,135,None,Hallo Autor,None,None
2834,135,None,.,None,None
2835,135,None,1,None,None
2836,135,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
2837,135,T1,"Ich finde, dass du das e3value Modell insgesamt verstanden hast.",Premise,T4
2838,135,T2,Du hast die wichtigsten Akteure identifiziert und korrekt in Beziehung gesetzt.,Premise,T1
2839,135,T3,"Als letzten guten Punkt finde ich, dass du die meisten Value Exchange korrekt benannt hast.",Premise,T1
2840,135,T4,Insgesamt eine saubere Lösung für ein sehr komplexes e3value Modell.,Claim,None
2841,135,None,2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
2842,135,T5,Schwäche deiner Lösung ist die formale Korrektheit.,Claim,None
2843,135,T6,Da haben sich ein paar Fehler eingeschlichen.,Premise,T5
2844,135,T7,"Ein Value Interface soll jeweils nicht ganz im Kasten / Akteur drin sein z.B. Möbelhersteller, Kunden, Schreiner, Zulieferer.",Premise,T6
2844,135,T8,"Ein Value Interface soll jeweils nicht ganz im Kasten / Akteur drin sein z.B. Möbelhersteller, Kunden, Schreiner, Zulieferer.",Premise,T7
2845,135,T9,"Leider erkenne ich kein Stimulus, den hast du wohl vergessen und müsstest ihn noch einzeichnen.",Claim,T6
2846,135,T10,Der Stimulus beginnt und endet jeweils im Kasten.,Premise,T9
2847,135,T11,"Mehrere Akteure zusammengefasst, müssen als mehrere Kästchen eingezeichnet werden.",Premise,T9
2848,135,None,3,None,None
2849,135,None,. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
2850,135,None,Geben Sie hierbei konkrete Verbesserungsvorschläge konstruktives Feedback.,None,None
2851,135,T12,"Wie in Punkt 2 schon erwähnt, solltest du die Fehler welche ich angesprochen habe, ausbessern.",Claim,None
2852,135,T13,"Vergiss nicht, der Stimulus beginnt und endet jeweils im Kasten.",Premise,T12
2853,135,T14,"Als letzter Punkt wäre anzumerken, dass Aufträge zwischen Schreiner und Indugration für mich kein Sinn ergibt.",Claim,None
2854,135,T15,Dann eher die Übergabe des Produktes.,Premise,T14
2855,135,T16,"Oder, der Kunde bezahlt direkt bei Indugration, welche dem Schreiner nachher den Privatauftrag für den Kunden weiterleitet.",Premise,T14
2856,135,T17,Dann müsste der Bestellvorgang oder das Geld direkt zu Indugration gelangen und eingeziechnet werden.,Premise,T15
2857,135,None,Sonst gute Arbeit!,None,None
2858,136,None,"review536
Stärken",None,None
2859,136,T1,Ich fand die Kurzbeschreibung hilfreich und sehr prägnant.,Claim,None
2860,136,T2,Die Übersichtlichkeit der e3valueModellierung gefiel mir sehr.,Claim,None
2861,136,None,Schwächen und Verbesserungsvorschläge,None,None
2862,136,T3,"Mir ist aufgefallen, dass bei der e3valueModellierung der rote Pfad, falls er den so heisst, fehlt siehe z.B. Folie 33 aus der Vorlesung.",Premise,T5
2862,136,T4,"Mir ist aufgefallen, dass bei der e3valueModellierung der rote Pfad, falls er den so heisst, fehlt siehe z.B. Folie 33 aus der Vorlesung.",Premise,T3
2863,136,T5,Dieser sollte wahrscheinlich noch ergänzt werden.,Claim,None
2864,137,None,review545,None,None
2865,137,None,"Liebe Kommilitonin, lieber",None,None
2866,137,None,Kommilitone,None,None
2867,137,T1,Tolle Idee!,Claim,None
2868,137,T2,Tolle Arbeit!,Claim,None
2869,137,T3,"Von allen Kommilitonen, die ich bisher beurteilen musste, ist deine Ausarbeitung die detaillierteste und aufwändigste.",Premise,T2
2870,137,None,Einige wenige Kritikpunkte / Verbesserungsmöglichkeiten deiner Ausarbeitung sind mir trotzdem aufgefallen.,None,None
2871,137,None,Diese sind nachfolgend analog zum Aufbau der Aufgabenstellung gegliedert.,None,None
2872,137,None,1,None,None
2873,137,None,.,None,None
2874,137,None,1. Abgrenzung des Geschäftfeldes,None,None
2875,137,T4,Bei Kundensegmente würde ich die SubSegmente gemäss SinusMilieus vollständig ausschreiben.,Claim,None
2876,137,T5,Diverse ist nichtssagend.,Premise,T4
2877,137,None,2. 2.,None,None
2878,137,None,Kurz Charakteristika Ihres Unternehmens,None,None
2879,137,None,Sehr gut verständliche und detaillierte Ausführungen.,None,None
2880,137,None,Besonders die fetthervorgehobenen Hauptaussagen vereinfachen den Lesefluss.,None,None
2881,137,T7,Vor dem letzten Satz ist zwischen dem Punkt und Dabei ein Leerschlag / Abstand einzufügen.,Claim,None
2882,137,None,3,None,None
2883,137,None,.,None,None
2884,137,None,3,None,None
2885,137,None,. Qualitative,None,None
2886,137,None,Beschreibung,None,None
2887,137,None,Auch hier ist die Qualität deiner Ausarbeitung sehr hoch.,None,None
2888,137,T9,"Besonders hat mir gefallen, dass du konkrete Mitbewerber und deren Produkte aufzählst.",Premise,T8
2889,137,T10,"Man merkt, dass du dich intensiv mit deiner Lösung beschäftigt hast.",Claim,None
2890,137,T11,Hier aber ein minimaler Verbesserungsvorschlag Beim Punkt Mitbewerber ist im ersten Satz wahrscheinlich klein zu schreiben.,Claim,None
2891,137,T12,Lediglich die ökologische Sicht fehlt mir bei deiner qualitativen Beschreibung.,Claim,None
2892,137,T13,U.U. könnte WEorganiseyourtrip auf Wunsch des Kunden besonders umweltfreundliche Reisen organisieren?,Premise,T12
2893,137,None,Oder man könnte im Sinne eines TripleBottomLine Ansatzes bei der Leistungserbringung Programmieren etc. auf ÖkoStrom setzen,None,None
2894,137,None,o.ä.    4,None,None
2895,137,None,. 6,None,None
2896,137,None,. SWOTAnalyse,None,None
2897,137,T15,Die SWOTAnalyse ist dein 6. Punkt.,Premise,T17
2898,137,T16,Im Dokument ist er aber als Punkt 5 gekennzeichntet.,Premise,T17
2899,137,T17,Dies gilt es noch zu korrigieren.,Claim,None
2900,137,T18,Der Aufbau der Plattform und der Aufbau des Brands sind meiner Meinung nach keine internen Schwächen.,Claim,None
2901,137,T19,Sie sind höchstens unausweichliche Fakten.,Premise,T18
2902,137,None,Ein Schwäche könnte beispielsweise deine Unerfahrenheit als Entrepreneur sein,None,None
2903,137,None,o.ä.    5. 7,None,None
2904,137,None,. Strategische Ausrichtung,None,None
2905,137,None,Vertriebspolitik,None,None
2906,137,None,"Falls deine Plattform auch als App angeboten wird, sind hier die jeweiligen AppStores noch zu erwähnen.",None,None
2907,138,None,review551,None,None
2908,138,T1,"HalloVom grafischen her ist Deine Lösung die mit Abstand schönste, aber um das gehts ja nur bedingt.",Claim,None
2909,138,T2,"Inhaltlich finde ich sie auch sehr spannend, jedoch frage ich mich gerade, wie neu Deine Lösung ist...",Premise,T11
2910,138,T3,"Wir hatten im Bachelorstudium ein Beispiel angetroffen einer Schraubenfirma, die genau ein solches System hat und dafür auch schon ausgezeichnet wurde...",Premise,T2
2911,138,None,kann mich aber leider nciht mehr an den Namen der Firma erinnern.,None,None
2912,138,T4,"Was ich aber sicher noch weiss, ist, dass die Behälter haben, welche von MItarbeitern beim Kunden umgedreht werden, sobald er leer ist, wodurch das Reservefach geöffnet und automatische eine Meldung an den Schraubenhersteller gesendet wird.",Premise,T3
2913,138,T5,"Vielleicht solltest du schauen, dass Du dich irgendwie von dieser bereits verbreiteten Lösung etwas mehr abgrenzen kannst.",Premise,T2
2914,138,T6,"Evt. würden dann auch noch einige Akteure dazu kommen, bspw. im Bereich Service ? oder auch in der Distribution Dronen?.Bezüglich Deiner Darstellung ist mir vor allem ein Punkt aufgefallen, nämlich die Cyber Security.",Premise,T5
2914,138,T7,"Evt. würden dann auch noch einige Akteure dazu kommen, bspw. im Bereich Service ? oder auch in der Distribution Dronen?.Bezüglich Deiner Darstellung ist mir vor allem ein Punkt aufgefallen, nämlich die Cyber Security.",Premise,T6
2914,138,T8,"Evt. würden dann auch noch einige Akteure dazu kommen, bspw. im Bereich Service ? oder auch in der Distribution Dronen?.Bezüglich Deiner Darstellung ist mir vor allem ein Punkt aufgefallen, nämlich die Cyber Security.",Premise,T6
2914,138,T9,"Evt. würden dann auch noch einige Akteure dazu kommen, bspw. im Bereich Service ? oder auch in der Distribution Dronen?.Bezüglich Deiner Darstellung ist mir vor allem ein Punkt aufgefallen, nämlich die Cyber Security.",Premise,T11
2915,138,T10,"Ich bin mir nicht ganz sicher, denke aber, dass es keine solche offenen Punkte geben darf in dieser Darstellung und würde dir empfehlen, einfach ein weiterer Pfeil vom Kunden zu Screwup zu machen, welcher zeigt, dass Geld fliesst.",Premise,T9
2916,138,T11,"Wenn Du diese Punkte noch etwas im Detail anschaust, wird Deine Lösung perfekt.",Claim,None
2917,138,None,LG,None,None
2918,139,None,review555,None,None
2919,139,T1,StärkenSäuberlich durchgeführte Beschreibung und Abgrenzung des Geschäftsfelds analog zur Vorlage.,Claim,None
2920,139,T2,Wichtige KEF wurden identifiziert.,Claim,None
2921,139,T3,"SchwächenUm bei den Kunden eine hohe Akzeptanz zu erreichen, wird eine erste Barriere eingebaut, bei der die Software nur online bezogen werden kann.",Claim,None
2922,139,T4,Inwiefern wird hierdurch Akzeptanz geschaffen?,Premise,T3
2923,139,T5,"Bei der SWOTAnalyse werden Chancen, Gefahren, Stärken und Schwächen miteinander vermischt.",Claim,None
2924,139,None,VerbesserungsvorschlägeBei der Unterteilung der Geschäftskunden wäre es evt.,None,None
2925,139,None,"hilfreicher, nicht nach der Anzahl Mitarbeiter zu unterscheiden, sondern nach der Anzahl von Vertragspartnern des Unternehmens.",None,None
2926,139,T7,Zwei gleich grosse Unternehmen können hier je nach Branche grosse Unterschiede aufweisen.,Premise,T6
2927,139,T8,"Möglicherweise wäre die Nutzung der BlockchainTechnologie geeignet zur Abwicklung der Verträge, hier gibt es besonders viel Potential für Sicherheit und Manipulationsschutz  analog wie die Blockchain bspw. für Wahlen genutzt werden kann.",Claim,None
2927,139,T9,"Möglicherweise wäre die Nutzung der BlockchainTechnologie geeignet zur Abwicklung der Verträge, hier gibt es besonders viel Potential für Sicherheit und Manipulationsschutz  analog wie die Blockchain bspw. für Wahlen genutzt werden kann.",Premise,T8
2927,139,T10,"Möglicherweise wäre die Nutzung der BlockchainTechnologie geeignet zur Abwicklung der Verträge, hier gibt es besonders viel Potential für Sicherheit und Manipulationsschutz  analog wie die Blockchain bspw. für Wahlen genutzt werden kann.",Premise,T9
2928,139,T11,"Bei der SWOTAnalyse zunächst die interne Strengths  Weaknesses und die externe Opportunities Threats Analyse getrennt durchführen und auf dieser Basis für die verschiedenen Felder der Matrix SO, ST, WO  WT die Strategien festlegen.",Claim,None
2929,140,None,review563,None,None
2930,140,T1,Die ausführliche Beschreibung der Geschäftsidee zu Beginn ist äusserst hilfreich.,Claim,None
2931,140,T2,"Graphisch ist das e3Modell äusserst gelungen, sehr angenehm anzusehen!",Claim,None
2932,140,T3,Auch die aktiven Nutzer hinzuzunehmen scheint mir eine besonders interessante Idee.,Claim,None
2933,140,T4,Am Anfang herrschte Verwirrung bei der Unterteilung von Plattform/Eye Out.,Claim,None
2934,140,T5,Ferner wäre ein konkretes Beispiel beim Feld Partner oder eine nähere Beschreibung hilfreich abgesehen von der Erwähnung im oberen Text.,Premise,T4
2935,141,None,review565,None,None
2936,141,T1,HalloIdee finde ich super!,Claim,None
2937,141,T2,einzige Frage Was nützt denn Blinden eine Karte auf dem Smartphone?,Premise,T1
2938,141,T3,Eine VoiceAusgabe kann ja nicht einen Stadtplan erklären...,Premise,T2
2939,141,T5,"Zum e3Modell Schau dir die letzten Folien der Vorlesung an, dort sind einige NegativBeispiele aufgeführt.",Premise,T4
2940,141,None,Da siehst du gleich einen Fehler in deinem Modell,None,None
2941,141,None,Die Nutzer kommen zweimal vor.,None,None
2942,141,None,Nutzer oben und aktive Nutzer links,None,None
2943,141,None,Das darf nicht.,None,None
2944,141,T7,"Hingegen könntest Du bei den Nutzern zweimal einen doppelten Valueport oder, wenn alle vier ausgetauschten Nutzen in gegenseitiger Abhängigkeit stehen, einen vierfachen Valueport einfügen.",Claim,None
2945,141,T8,"Dann fehlt die rote Linie, welche den Nutzenfluss vom Endkunden bis zum ersten Supplier darstellt.",Claim,None
2946,141,T9,Ebenfalls ist ein Pfeil mit Gegenleistung angegeben.,Premise,T13
2947,141,T10,Also KnowHow wird durch Gegenleistung kompensiert.,Premise,T9
